Writer,Content,Date,Like,Tag,Comments,Url
13doctorwhoo,지역별 고구마 먹는 유형!,1-13,26.8K,['#윗유하우스'],1867,https://www.tiktok.com/@13doctorwhoo/video/7188112989046738178?q=%EC%A7%80%EC%97%AD
x_mj03,지역마다 구호 다르다는데 자기 지역구호 적고 가자~(천안 주다방 최고),2022-1-18,16.1K,"['#주다방', '#03', '#20', '#추천', '#떡상']",366,https://www.tiktok.com/@x_mj03/video/7054357719351971073?q=%EC%A7%80%EC%97%AD
kim_102730,여기에 여러분들이 사는지역있나요?? 없는분들은 댓글부탁해요… 우리나라를 소개합니다 편집 처음해봤어요 편집 너무 못해서 죄송합니다 편집 초보임..,7-9,11.8K,[],19K,https://www.tiktok.com/@kim_102730/video/7253652626401709314?q=%EC%A7%80%EC%97%AD
rdrdrzapund,국내에서 유일한 유리 바닥 보물섬전망대 Song : MBB - Happy https://soundcloud.com/mbbofficial Creative Commons — Attribution-ShareAlike 3.0 Unported Music promoted by 프리뮤직 Vlog Copyright Free Music Link : https://www.youtube.com/watch?v=AV_R33AVyfI,9-9,9672,[],258,https://www.tiktok.com/@rdrdrzapund/video/7276740173990284545?q=%EC%A7%80%EC%97%AD
mochimochi_jpn,일본 대표 관광지 4곳의 특징 총정리! @@넌 어디로 갈래?╰(*°▽°*)╯,9-28,624,[],5,https://www.tiktok.com/@mochimochi_jpn/video/7283806020030303506?q=%EC%A7%80%EC%97%AD
eun.6227,다들 어느지역살아? 난 나주 빛가람동!!🤍,2022-10-21,27,['#🤍🤍🤍'],58,https://www.tiktok.com/@eun.6227/video/7156902718987160833?q=%EC%A7%80%EC%97%AD
dywyysddglhr,내가 좋아하는 한국지역,11-12,154,[],97,https://www.tiktok.com/@dywyysddglhr/video/7300417897220803847?q=%EC%A7%80%EC%97%AD
adofai_kimsyubi,추천에 로어괴담인가 뭔가 하는거 떠서 올려봄,8-13,2930,"['#지퍼', '#주의보']",242,https://www.tiktok.com/@adofai_kimsyubi/video/7266480823044558081?q=%EC%A7%80%EC%97%AD
go_laughing,한국인의 90%는 안가봤지만 10%는 수없이 방문하는 지역,2일 전,3342,"['#웃긴영상', '#웃긴짤', '#유머', '#레전드']",23,https://www.tiktok.com/@go_laughing/video/7307540389894933778?q=%EC%A7%80%EC%97%AD
bomtree1003,,2021-4-5,7782,"['#팁', '#세상꿀팁', '#노하우', '#꿀팁', '#인생꿀팁', '#등록', '#주민등록증', '#한국', '#사람', '#주민센터']",546,https://www.tiktok.com/@bomtree1003/video/6947602516905446658?q=%EC%A7%80%EC%97%AD
in_oy.x,"우리 학교에 폭포생김 인조잔디 깔린 운동장은 고등학굔데 왜 저기까지 갔지..??? 우리 학교 쌤이 찍으신 영상 +지역,학교 유추하지 마세요 그리고 정상등교라는 댓 많은데 정상등교 맞아요.. 하교할때도 저 폭포가 흐르는걸 봤습니다..",7-14,27.2K,[],990,https://www.tiktok.com/@in_oy.x/video/7255553410072612114?q=%EC%A7%80%EC%97%AD
home.ing,[],4-21,30.9K,[],14.7K,https://www.tiktok.com/@home.ing/video/7224415673303239938?q=%EC%A7%80%EC%97%AD
1bun1cho,강남구 홍보영상 지역비하논란?,10-16,7781,"['#틱톡쌤', '#에듀톡', '#핫이슈', '#소식', '#정보', '#뉴스']",220,https://www.tiktok.com/@1bun1cho/video/7290564060779793682?q=%EC%A7%80%EC%97%AD
iamrecayo,물론 지역차이는 있습니당 !,9-12,15.2K,[],456,https://www.tiktok.com/@iamrecayo/video/7277897131799645448?q=%EC%A7%80%EC%97%AD
nppip_jp,⛩️도쿄근교 필수여행지 BEST 32 저장각) 7지역 총정리📝 1.도쿄 -롯폰기 힐즈 전망대 -해리포터 스튜디오 -아사쿠사 센소지 -도쿄 스카이트리 -이케부쿠로 선샤인시티 -도쿄역 마루노우치 광장 -긴자 도큐 플라자 -아키하바라 메이드 카페 -에비스 맥주 기념관 -우에노 공원 -디즈니 리조트 -시바공원 2.시부야 -츠타야 스타벅스 -시부야 스카이 전망대 -시부야 논베이 요코쵸 -스크램블 교차로 3.신주쿠 -오모이테요코초 -신주쿠 공원 4.하라주쿠 -오모테산도 힐즈 -하라주쿠 다케시타거리 5.오다이바 -다이버시티 건담 -자유의 여신상 -레인보우 브릿지 -팀랩 전시회 6.후지카와구치코 -후지큐 하이랜드 -오이시 공원 -아라쿠라야마 센겐공원 -가아구치 호 7.가마쿠라 -에노시마 -쓰루가오카하치만구 -가마쿠라 코코마에역 -가마쿠라 대불상,7-11,376,[],1,https://www.tiktok.com/@nppip_jp/video/7254486883223342338?q=%EC%A7%80%EC%97%AD
clnannf,,2022-11-30,41.3K,"['#아이패드', '#옛날유행', '#fyp', '#추천']",451,https://www.tiktok.com/@clnannf/video/7171747294755278082?q=%EC%A7%80%EC%97%AD
13doctorwhoo,초등학교 7군데 가보기 부산!!(다음은 어느지역 어느학교!!),7-28,27.6K,[],15.4K,https://www.tiktok.com/@13doctorwhoo/video/7260793442379255041?q=%EC%A7%80%EC%97%AD
soojin_red,춘천은 지금 영하 14도라 손까지 빨개질정도로 추워요ㅠ 본인지역 온도 ㄱ,2022-12-26,612,"['#하트', '#팔로우', '#팔로우', '#추천', '#추워요']",46,https://www.tiktok.com/@soojin_red/video/7181206000161148161?q=%EC%A7%80%EC%97%AD
chiro_o01237,"같은 지역인 양산,지뢰 등 찾아가세용!! 댓글중 한분쯤은 잇을수도 ː̗̀(ꙨꙨ)ː̖́!💗",2022-9-18,5607,"['#양산형', '#지뢰계', '#서브컬쳐', '#같은지역']",819,https://www.tiktok.com/@chiro_o01237/video/7144627027021204737?q=%EC%A7%80%EC%97%AD
0dewdrop0_0911,우리나라는 제주 담으로 어디가 젤 심할까?,2022-7-11,42.1K,"['#おすすめ', '#일본어', '#센세교실']",264,https://www.tiktok.com/@0dewdrop0_0911/video/7119113491402853633?q=%EC%A7%80%EC%97%AD
kimming0_0,고1 때 김밍... 관종 시절 훔쳐보기,3-25,99.1K,[],465,https://www.tiktok.com/@kimming0_0/video/7214417838956662017?q=%EC%A7%80%EC%97%AD
otr_types,우리 지역 부심,7-3,41.1K,"['#지역별', '#특징', '#자랑', '#공감']",1480,https://www.tiktok.com/@otr_types/video/7251454557723708674?q=%EC%A7%80%EC%97%AD
otr_types,각 지역 대표 연예인,7-31,31.4K,"['#지역별', '#연예인', '#유머']",2405,https://www.tiktok.com/@otr_types/video/7261789998666484994?q=%EC%A7%80%EC%97%AD
gksmfwtnt14,우리지역 눈 짱 마니 왓다 ❄️❄️,11-17,2245,['#09'],25,https://www.tiktok.com/@gksmfwtnt14/video/7302430221783895298?q=%EC%A7%80%EC%97%AD
user8163440403692,일진 많은 지역이 어디임,10-22,23.7K,[],2176,https://www.tiktok.com/@user8163440403692/video/7292563172777676040?q=%EC%A7%80%EC%97%AD
kbsnewsofficial,'소멸' 위기를 겪고 있는 농어촌 지역에서 초등학교 신입생 '0명' 사례가 잇따르고 있습니다. 이러다 아예 학교가 문을 닫을까 걱정입니다.,2-4,11.7K,[],685,https://www.tiktok.com/@kbsnewsofficial/video/7195427770078416129?q=%EC%A7%80%EC%97%AD
jj._.0807,"지역과 학교도 다르지만, 같이 등교는 가능해",11-2,4939,"['#레즈커플', '#동성', '#동성커플']",26,https://www.tiktok.com/@jj._.0807/video/7296633181942402312?q=%EC%A7%80%EC%97%AD
user1444401021565,[],11-25,152,[],1252,https://www.tiktok.com/@user1444401021565/video/7305275493140450567?q=%EC%A7%80%EC%97%AD
happy8smile,중국 여행가고싶다면? 계절별 매월별 여행가기 좋은 지역 정리 영상 이건 내가 볼려고 만든거기도 함 ㅋ,10-11,1477,['#중국여행'],51,https://www.tiktok.com/@happy8smile/video/7288640855575973121?q=%EC%A7%80%EC%97%AD
kbsnewsofficial,강원도 동해안의 대표 관광지인 경포 지역이 이번 대형 산불로 인해 큰 피해를 입었습니다.,4-12,508,"['#불', '#경포', '#산불피해']",41,https://www.tiktok.com/@kbsnewsofficial/video/7220979272398212354?q=%EC%A7%80%EC%97%AD
kbsnewsofficial,지난 29일 저녁 전북 장수군 지역에서 규모 3.5의 지진이 발생했습니다. 올해 발생한 우리나라 지진 규모 가운데 세 번째로 컸습니다. 장수와 인접한 지역은 물론 전국에서 흔들림을 느꼈다는 신고가 잇따랐습니다.,7-31,330,[],15,https://www.tiktok.com/@kbsnewsofficial/video/7261876320697617671?q=%EC%A7%80%EC%97%AD
jasonmedia6969,중국의 사망률 1위 조각상?,9-28,3941,[],56,https://www.tiktok.com/@jasonmedia6969/video/7283763719119686920?q=%EC%A7%80%EC%97%AD
rankroket,한국에서 가장 학생 수가 많은 초등학교 어디일까?,2022-9-11,15.3K,['#추천추천추천추천추천추천추천추천추천추천'],793,https://www.tiktok.com/@rankroket/video/7142103654063951106?q=%EC%A7%80%EC%97%AD
m_s_iee,시곡중 영상찍는데...갑자기 선생님왔다.근데 왜잘생김???아놔!!!지역이랑 학교적어라 그라믄간다,2022-10-15,45.8K,[],1505,https://www.tiktok.com/@m_s_iee/video/7154701522876583170?q=%EC%A7%80%EC%97%AD
jisiktime,세계에서 가장 기괴했던 지역 구룡성채,2-13,3116,[],6,https://www.tiktok.com/@jisiktime/video/7199631148849433858?q=%EC%A7%80%EC%97%AD
kellyfornia_99,다른 지역에 눈이 펑펑 내릴 때도 부산에는 왜 눈이 안 내릴까? 날씨요정도 피해가는 지역! 그 이유는?,2022-12-28,60.1K,['#김켈리'],1044,https://www.tiktok.com/@kellyfornia_99/video/7182126379645816065?q=%EC%A7%80%EC%97%AD
tiktokman1111111,틱톡 1위 사용 지역은 어딜까?,2022-9-8,26.4K,"['#틱톡맨', '#에듀톡', '#파트너크리에이터']",26.8K,https://www.tiktok.com/@tiktokman1111111/video/7140799357120564482?q=%EC%A7%80%EC%97%AD
skysid6,머리짜서 컨텐츠 만듬..,2021-12-8,4916,"['#추천뜨자', '#추천좀', '#추천간판', '#추천뜨게해주세요']",296,https://www.tiktok.com/@skysid6/video/7039328686289456386?q=%EC%A7%80%EC%97%AD
nosori_19,진짜 손절 마려운데 손절 못할 때.. 라는데 맞나요..?😢,2022-10-9,36.4K,"['#fyp', '#파트너크리에이터']",287,https://www.tiktok.com/@nosori_19/video/7152418653009349889?q=%EC%A7%80%EC%97%AD
mingudi,신입생 100%가 '조선족'이라는 중국화가 완료된 서울 초등학교 근황,4-5,1031,[],172,https://www.tiktok.com/@mingudi/video/7218464638239788290?q=%EC%A7%80%EC%97%AD
keikie00,실제 존재하는 일본 마을이래 ㄷㄷ,9-2,39.3K,"['#추천', '#괴담', '#추천추천추천추천추천추천추천추천추천추천']",948,https://www.tiktok.com/@keikie00/video/7274225623696985346?q=%EC%A7%80%EC%97%AD
13doctorwhoo,여자친구 몰래 ㅋㅋㅋ 갑자기 찾아가기 (노주작),10-5,13.9K,[],86,https://www.tiktok.com/@13doctorwhoo/video/7286425908586532103?q=%EC%A7%80%EC%97%AD
user24042754670994,최근 동탄지역 최고가 대비 많이 하락한 아파트 TOP5,9-20,64,"['#재테크', '#지역분석']",6,https://www.tiktok.com/@user24042754670994/video/7280901944917495047?q=%EC%A7%80%EC%97%AD
lee_jaezer00,이것도 지역마다 다르다던대..?,2022-6-9,50.1K,"['#1일1재영', '#틱톡순삭별들의미션']",14.3K,https://www.tiktok.com/@lee_jaezer00/video/7107166700054891778?q=%EC%A7%80%EC%97%AD
ex_bln,새벽에 경주 지진실화임?,4일 전,720,"['#CapCut', '#새벽', '#실화임?']",560,https://www.tiktok.com/@ex_bln/video/7306980588160961810?q=%EC%A7%80%EC%97%AD
timrosathima83,[],9-30,325,[],27,https://www.tiktok.com/@timrosathima83/video/7284265618537336071?q=%EC%A7%80%EC%97%AD
funny.issue,웃긴 사투리모음ㅋㅋ,9-27,6458,"['#사투리', '#지역별특징', '#레전드', '#꿀잼', '#틱톡순삭']",19,https://www.tiktok.com/@funny.issue/video/7283422920095829255?q=%EC%A7%80%EC%97%AD
jiminprincess18,다들 어느 지역 살아 ? 난 울산,2022-9-14,800,"['#추천', '#ㅊㅊ']",241,https://www.tiktok.com/@jiminprincess18/video/7142887307194928386?q=%EC%A7%80%EC%97%AD
ootbstudio,전국에서 미인이 가장 많은 동네 지금 유튜브에서 대표자를 검색하세요!,9-30,292,"['#대표자', '#지역을대표하는자들', '#ootbSTUDIO']",17,https://www.tiktok.com/@ootbstudio/video/7284584659537661185?q=%EC%A7%80%EC%97%AD
userymrtykhgsv,[],3-14,6293,[],78,https://www.tiktok.com/@userymrtykhgsv/video/7210102370229947666?q=%EC%A7%80%EC%97%AD
bamsu0816,당연히 이거 아닌가?? 지역별 편가르기 8가지!?,2021-4-13,58K,"['#해본사람', '#서울', '#전주', '#대구', '#대전', '#추천추천']",9618,https://www.tiktok.com/@bamsu0816/video/6950585010428595457?q=%EC%A7%80%EC%97%AD
1min_official,[],1-27,3051,[],63,https://www.tiktok.com/@1min_official/video/7193248767489969409?q=%EC%A7%80%EC%97%AD
jihyun_09_16,다른 지역도 눈 오나??,2022-12-23,721,"['#02', '#대전']",13,https://www.tiktok.com/@jihyun_09_16/video/7180328901112073474?q=%EC%A7%80%EC%97%AD
otr_types,버스 도착 10분 전 뛴다 vs 안 뛴다,8-14,19.4K,"['#지역별', '#fyp']",334,https://www.tiktok.com/@otr_types/video/7265240027192380673?q=%EC%A7%80%EC%97%AD
user8169243650908,우리 지역 눈 온다,11-17,180,"['#눈', '#천안', '#눈많이온다']",51,https://www.tiktok.com/@user8169243650908/video/7302391775707139329?q=%EC%A7%80%EC%97%AD
bada_love0,[],9-30,2017,['#badalee'],0,https://www.tiktok.com/@bada_love0/video/7284447450486590728?q=%EC%A7%80%EC%97%AD
user4500973509609,이거 눈인가요..? 광주만 이랬나,9-18,41.1K,"['#광주광역시', '#신입틱톡커']",2914,https://www.tiktok.com/@user4500973509609/video/7280120311599615234?q=%EC%A7%80%EC%97%AD
t2epu,나폴리탄 괴담이 현실이 된 것 같아서 너무 무서움,7-21,7391,['#나폴리탄괴담'],484,https://www.tiktok.com/@t2epu/video/7258255795152801026?q=%EC%A7%80%EC%97%AD
ytnscience,,2021-7-5,592,"['#비행시간', '#비행기', '#여행', '#왕복', '#해외여행']",18,https://www.tiktok.com/@ytnscience/video/6981371205580262658?q=%EC%A7%80%EC%97%AD
salary__lupin,뭔가 이상한 택배 후기 모음 ㅋㅋㅋㅋ,6-29,66.3K,['#유머'],166,https://www.tiktok.com/@salary__lupin/video/7250001098105195778?q=%EC%A7%80%EC%97%AD
dy4fgdvs3az00,성인인증 뚫는법,2021-5-6,1192,[],40,https://www.tiktok.com/@dy4fgdvs3az00/video/6959128999880641794?q=%EC%A7%80%EC%97%AD
mujukwon,"군대 ""지역별"" 느낌 TOP6",8-25,863,"['#군대', '#fyp', '#tiktok', '#운동', '#틱톡', '#foryou', '#추천', '#군인', '#mukbang']",28,https://www.tiktok.com/@mujukwon/video/7271181395471404290?q=%EC%A7%80%EC%97%AD
.h1ghs,"— KKKKK EU TO RINDO TANTO , "" a gatinha não tinha um bota p usar "" 🙄 IB : m e",8-27,656,['#GenshinImpactFontaine'],60,https://www.tiktok.com/@.h1ghs/video/7271665673758084357?q=%EC%A7%80%EC%97%AD
user6372699617945,[],9-16,30,[],64,https://www.tiktok.com/@user6372699617945/video/7279261366286847233?q=%EC%A7%80%EC%97%AD
kstar_tv,워크숍 첫 날 밤! 흐름 타서 이제 쉬지 말아볼까? 이대로 첫 날 만에 문제 해결 완료? ‘섹스리스’로 사는 부부를 위한 신개념 토크쇼 [쉬는 부부] 👉 6월 19일 월요일 밤 10시 30분 첫방송🌟 K▸star 많은 시청 바랍니다 🤗 🚏 KT 지니 TV 87번 | SK B tv 96번 | LG U+TV 79번 | KT 스카이라이프 509번 | 웨이브(wavve) 🚏지역별 케이블 채널 번호는 K-STAR 공식 홈페이지 (http://kstar-tv.com/) 에서 확인! KSTAR 구독 👉https://www.youtube.com/@Kstar_CRB #섹스리스 #부부관계 #쉬는부부 #부부고민 #케이스타 #Kstar #초록뱀미디어,6-26,2859,"['#섹스리스', '#부부관계', '#쉬는부부', '#부부고민', '#케이스타', '#Kstar', '#초록뱀미디어']",23,https://www.tiktok.com/@kstar_tv/video/7248888694403321090?q=%EC%A7%80%EC%97%AD
kbsnewsofficial,오늘(30일) 새벽 경북 경주시 인근에 발생한 규모 4.0 지진은 최근 5년 사이 육상에서 발생한 지진 중 두 번째로 큰 규모였습니다. 영남은 물론 전국 곳곳에서 지진을 느꼈다는 제보가 잇따랐습니다.,4일 전,1944,[],294,https://www.tiktok.com/@kbsnewsofficial/video/7307154148410084626?q=%EC%A7%80%EC%97%AD
dy0dtn8zo728,모기를 깔고 짚라인을 탔다는게 소름..,2022-7-16,738,"['#토카보카', '#토카라이프', '#toca', '#Toca', '#TOCA', '#tocaworld']",25,https://www.tiktok.com/@dy0dtn8zo728/video/7120957288097008898?q=%EC%A7%80%EC%97%AD
annyeong_ajeossi,Romantic Place of South Korea,2022-4-2,121.3K,"['#대한민국', '#봄', '#대구', '#꽃', '#cherryblossom', '#southkorea']",1133,https://www.tiktok.com/@annyeong_ajeossi/video/7081725911623585025?q=%EC%A7%80%EC%97%AD
timrosathima83,,10-7,171,['#CapCut'],17,https://www.tiktok.com/@timrosathima83/video/7286875514793413895?q=%EC%A7%80%EC%97%AD
campingformania,🌊전 사이트 오션뷰+개별 화장실 까지🚿🔥⠀ 단 10개의 캠핑 사이트! 소규모 신생캠핑장⠀ @@⛺️봄 캠핑 시작은 여기부터 콜?!👌🏻@@⠀ 시원한 파도소리 + 뻥 뚫린 오션뷰 보고있으면⠀ 찐 힐링되는 편안함🎧😌물멍 제대로!⠀,2-22,105,[],8,https://www.tiktok.com/@campingformania/video/7202925762066926850?q=%EC%A7%80%EC%97%AD
ye_chan00,지역별로 나뉘는 블루베리 스무디,2022-4-11,46.7K,[],1030,https://www.tiktok.com/@ye_chan00/video/7085338439419268354?q=%EC%A7%80%EC%97%AD
landtong,혼자만 볼 수 없는 바닷가 코앞 땅 토지~경치보고 낚시만 해도 본전 뽑겠다.[땅지통],10-18,858,[],147,https://www.tiktok.com/@landtong/video/7290706355067899144?q=%EC%A7%80%EC%97%AD
dan0nly_4u,다찍고 임시저장본 날라가서 첨부터 다시 재촬영한 영상..한강물 온도체크하로갈뻔..어쨌거나 브랜디 감사합니다🥺🙏🏻 다들 브랜디 아시죠! 마침내 옷도 하루배송시대✨지역상관없이 밤12시 전 주문시 내일도착!,2021-9-15,4089,[],162,https://www.tiktok.com/@dan0nly_4u/video/7007920744592198913?q=%EC%A7%80%EC%97%AD
high_nity,학생들만 타는 100원 버스 어때?,2022-8-12,4128,"['#틱톡뉴스', '#고등학생', '#중학생', '#학생', '#학교', '#학생공감']",245,https://www.tiktok.com/@high_nity/video/7130958133324680449?q=%EC%A7%80%EC%97%AD
trip_playlist,"🇸🇬 다양한 문화와 민족이 어울려 살고 있는 매력적인 나라 싱가포르! 온 가족 다함께 쾌적하고 안전하게 즐길 수 있는 해외 여행지로 인기가 많은 ‘싱가포르’로 떠나보세요! 🔹여행지정보 -국가 : 싱가포르(Singapore) -장소 : 센토사 섬(Sentosa Island) -주소 : 84 Palawan Beach Walk Singapore 098032 -운영시간 팔라완 비치(Palawan Beach) 매일 08:00~19:00 하이드로대쉬(HydroDash) 평일 12:00~18:00 주말 10:00~18:00 하이퍼드라이브(HyperDrive) 평일 12:30~21:00 주말 10:00~21:00 👉🏻이곳은? -팔라완 비치는 센토사 섬에 위치한 아름다운 해변을 자랑하는 곳이에요! 이 해변은 싱가포르에서 가장 인기 있는 관광지 중 하나로, 가족들에게 특히 인기가 많답니다~! -해변에는 다양한 수상 활동과 엔터테인먼트를 즐길 수 있는 시설들이 있어요! 해변에서 카트를 탈 수 있다는 것을 알고 있습니까? 또한, 팔라완 비치 근처에는 식당, 푸드트럭, 카페도 많아서 식사나 간식을 즐길 수 있어요! -세계적으로 유명한 팔라완 비치는 가족들이 휴식을 즐길 수 있는 레저 존, 수상 스포츠, 풋볼 골프, 그리고 아이들을 위한 놀이터 등 다양한 활동을 즐길 수 있는 장소로 알려져 있어요! 🔸싱가포르 추천 여행지 *함께 여행하기 좋은 List 1. 캄퐁 글램 2. 가든스 바이 더 베이 3. 싱가포르 동물원 4. 나이트 사파리 5. 유니버설 스튜디오 6. 보타닉 가든",11-24,6821,[],62,https://www.tiktok.com/@trip_playlist/video/7304675487584931074?q=%EC%A7%80%EC%97%AD
user8169243650908,우리 지역 눈 온다,11-17,40,['#눈'],9,https://www.tiktok.com/@user8169243650908/video/7302383361761299714?q=%EC%A7%80%EC%97%AD
jiba_go,제주여행 2회차 이상 필수 시청! 요즘 뜨는 제주 여행지 풉니다! 자세한 영상은 유튜브 일상이여행에서 확인하세요.,4-16,2146,[],30,https://www.tiktok.com/@jiba_go/video/7222302684408237314?q=%EC%A7%80%EC%97%AD
kjmbc_news,"역대급 폭설로 피해가 속출했지만 시민들의 온기를 느낄 수 있는 순간도 있었습니다. 시민이 직접 도로에 제설제를 뿌리기도 하고, 빙판길에 나아가지 못하는 차량을 밀어주기도 했습니다.",2022-12-26,21.1K,[],252,https://www.tiktok.com/@kjmbc_news/video/7181313853924429058?q=%EC%A7%80%EC%97%AD
i_1ove_y0u5,"최악의 50일, 그리고 50일간의 연애 끝",2022-10-4,17.3K,['#06'],177,https://www.tiktok.com/@i_1ove_y0u5/video/7150655679361977601?q=%EC%A7%80%EC%97%AD
kbsnewsofficial,내년에 서울 지역 중학교·고등학교 1학년 되는 분들 손! 누구나 30만 원을 받을 수 있습니다,2020-10-29,548,"['#신입생', '#중학교']",54,https://www.tiktok.com/@kbsnewsofficial/video/6888859810243054850?q=%EC%A7%80%EC%97%AD
snowmant188,모바일게임 바람의나라 연 디지털어항,2022-6-14,7000,[],52,https://www.tiktok.com/@snowmant188/video/7109085484860640513?q=%EC%A7%80%EC%97%AD
shortcuttt,,2022-6-24,137K,"['#수학여행', '#추천떠라', '#foryou']",264,https://www.tiktok.com/@shortcuttt/video/7112620279708339457?q=%EC%A7%80%EC%97%AD
boddary1111,지역별 장사 스타일 경상도 전라도 충청도의 차이 너무 웃김ㅋㅋ,2022-10-18,2824,"['#틱톡예능', '#예능짤', '#해피투게더', '#인기영상']",28,https://www.tiktok.com/@boddary1111/video/7155628222179265793?q=%EC%A7%80%EC%97%AD
duhun1202,혼슈,9-15,894,['#추천추천추천추천추천추천추천추천추천추천'],60,https://www.tiktok.com/@duhun1202/video/7278921247633771778?q=%EC%A7%80%EC%97%AD
daeguhotple,데이트하기 좋은 대구 실네데이트 36곳 대공개💗 요즘처럼 쌀쌀한 날에는 실내에서 꿀데이트하기 딱 좋다구😍 @@너랑 꿀데이트 갈 곳들 짱 많아!,2022-12-9,609,[],11,https://www.tiktok.com/@daeguhotple/video/7174989000292224257?q=%EC%A7%80%EC%97%AD
jjalcut,실제로 엄청난 도움이 되었다는 해외여행 꿀팁 3가지,9-23,8065,"['#여행', '#해외여행', '#추석', '#황금연휴', '#항공권']",20,https://www.tiktok.com/@jjalcut/video/7281889060656794882?q=%EC%A7%80%EC%97%AD
landtong,100년에 한 번 나오는 땅~그냥 경치만 봐도 본전 뽑겠다. 약507평[땅지통],5-6,2363,[],602,https://www.tiktok.com/@landtong/video/7229992966629117191?q=%EC%A7%80%EC%97%AD
ariari_2828,지금 눈이 온다니요❄️,2022-12-13,11.8K,"['#눈오리', '#파트너크리에이터', '#강원도정선', '#강원도사투리', '#아리아리', '#Tlog']",1020,https://www.tiktok.com/@ariari_2828/video/7176546549382745346?q=%EC%A7%80%EC%97%AD
news_cool,2020년에 주민번호랑 여권이 바뀐대요~~!,2020-1-7,10.7K,[],170,https://www.tiktok.com/@news_cool/video/6779072310239431938?q=%EC%A7%80%EC%97%AD
kbsnewsofficial,얼마 전 열린 충남 금산의 한 지역 축제장에서 지역상인들의 불만이 터져 나왔습니다.,10-26,503,"['#백종원', '#금산', '#인삼축제']",103,https://www.tiktok.com/@kbsnewsofficial/video/7293805351063850258?q=%EC%A7%80%EC%97%AD
forebomi,양주시 덕정동 해라집 아시는 분?,2022-5-23,14.8K,"['#틱톡푸드', '#떡볶이']",120,https://www.tiktok.com/@forebomi/video/7100866502651317505?q=%EC%A7%80%EC%97%AD
user2303361082751,님에게 회신,2-19,13.3K,[],11.2K,https://www.tiktok.com/@user2303361082751/video/7201513566086647041?q=%EC%A7%80%EC%97%AD
3.22_k,이게 클럽 실체다 ㅡㅡㅋ,1-27,3326,"['#fyp', '#대구', '#클럽', '#03', '#04', '#07', '#08']",18,https://www.tiktok.com/@3.22_k/video/7193132744606485762?q=%EC%A7%80%EC%97%AD
moneyking1004,그냥 여기사 딴데 말고 꼭 여기,9-28,249,"['#부동산', '#부동산투자', '#부동산공부', '#부동산경매', '#내집마련', '#내집']",8,https://www.tiktok.com/@moneyking1004/video/7283761219150826753?q=%EC%A7%80%EC%97%AD
jutrip.oo,100년 넘은 마을 재탄생🎋한옥 온천마을 투어🏯 대나무숲 속 시냇물 소리가 가득 힐링 감성 느낄 수 있어요🌿 ✅ 온천마을 투어 코스 모음 *청수당스파 Cheong Su Dang Spa *청수당 Cheong Su Dang Cafe *온천집 Oncheon Jip *도넛정수 Donut Jungsu *송암여관 Song Am Yeo Gwan(임시휴업) 📍익선동 온천마을 서울 종로구 돈화문로11나길 31-8,8-15,1525,[],31,https://www.tiktok.com/@jutrip.oo/video/7267340840446496001?q=%EC%A7%80%EC%97%AD
