Writer,Content,Date,Like,Tag,Comments,Url
k_duct,피구공 던지기 유형,2022-8-13,42.1K,"['#피구', '#태권도사범', '#체육관', '#틱톡코미디', '#틱톡스포츠', '#유형별공감']",749,https://www.tiktok.com/@k_duct/video/7131191346672585986?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
no.1_ads,주행차고 쏘쏘~,8-14,806,"['#아반떼스포츠', '#튜닝', '#튜닝카', '#아반떼']",42,https://www.tiktok.com/@no.1_ads/video/7266985831246597377?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
yyy_judo,본인의 심사 볼 때 유형은??😎,2022-7-5,36.3K,"['#추천', '#fyp', '#용인대학교', '#judo', '#용용용', '#배네타']",113,https://www.tiktok.com/@yyy_judo/video/7116775997856435457?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
wow_official_kr,카타르 월드컵⚽️ 우리가 우루과이를 응원해야 하는 이유 | 한국 16강 진출 경우의 수 |,2022-11-30,77K,"['#핑프대신', '#shortsvideo']",1653,https://www.tiktok.com/@wow_official_kr/video/7171726321700130049?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
honeyjamarchive,,2022-7-11,3454,"['#삼대', '#유산소', '#벌크업', '#다이어트', '#헬스', '#근육']",21,https://www.tiktok.com/@honeyjamarchive/video/7118891373385747714?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
jinkbros,잘던진다ㄷㄷㄷㄷ🔆공감할만 한,2022-10-9,4664,"['#야구', '#틱톡스포츠', '#야신야덕', '#빡코']",33,https://www.tiktok.com/@jinkbros/video/7152435255918497026?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
yyy_judo,님에게 회신 : ㄹㅇ 깜짝 놀람 ㅋㅋㅋㅋㅋㅋㅋ🤣,2022-9-18,332K,"['#추천', '#fyp', '#틱톡스포츠']",1450,https://www.tiktok.com/@yyy_judo/video/7144672445646015746?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
figure_theqoo,성숙해진 분위기의 안도 미키ㅎㅎㅎ,4-21,21.7K,"['#피겨', '#안도미키', '#코치', '#김연아', '#일본', '#선수', '#추억']",81,https://www.tiktok.com/@figure_theqoo/video/7224443069725248770?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
to28485,[],9-27,1870,[],60,https://www.tiktok.com/@to28485/video/7283507983915568392?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
yyy_judo,지금은 사용 못 하는 금지기술 모음!!🧐,2022-10-7,34.1K,"['#추천', '#유도', '#용인대학교', '#judo', '#용용용', '#파트너크리에이터']",361,https://www.tiktok.com/@yyy_judo/video/7151726293388709122?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
_bpd_,강남 쏘렌토 출시 했습니다!!! 진짜 많이 보이겠네..,2022-12-12,4100,"['#레인지로버스포츠', '#랜드로버', '#rangerover']",106,https://www.tiktok.com/@_bpd_/video/7176235490377485570?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
lipewschief_,[],2021-6-12,8539,[],386,https://www.tiktok.com/@lipewschief_/video/6972689742567623937?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
____lljjyy___,,2022-8-15,47.2K,"['#taekwondo', '#soonent', '#틱톡스포츠', '#추천', '#태권도']",301,https://www.tiktok.com/@____lljjyy___/video/7132106541381029121?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
koreha2,9살인데 이걸 넘는다고? 귀염뽀짝 여서정이 보여주는 놀라운 높이뛰기 실력 #출발드림팀,9-10,681,"['#출발드림팀#축구', '#한국축구']",11,https://www.tiktok.com/@koreha2/video/7277150080547736833?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
sportsgcom,선수가 팬에게 가운뎃손가락을? ㄷㄷ,2022-8-28,42.7K,"['#FC서울', '#경인더비', '#football', '#soccer', '#틱톡스포츠']",1173,https://www.tiktok.com/@sportsgcom/video/7136714503156174081?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
sstg.xx,그거 절대 알면 안되는 사실,2022-8-28,73.1K,"['#야구', '#한국', '#mlb']",204,https://www.tiktok.com/@sstg.xx/video/7136858931783093506?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
masterjin,흰띠를 찾아라⚪️,2022-9-16,10.7K,"['#틱톡스포츠', '#파트너크리에이터', '#태권도', '#taekwondo', '#sports', '#soonent']",1783,https://www.tiktok.com/@masterjin/video/7143903868303248641?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
gk_doblock,골키퍼가 몸 푸는 방법😍#,2022-3-15,207.7K,"['#힐링스포츠', '#골레이로', '#축구', '#골키퍼', '#도헤아', '#일인칭시점']",970,https://www.tiktok.com/@gk_doblock/video/7075209868168203521?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
sportsgcom,인기 떡상한 국대 선수들의 일탈(?) ㄷㄷ,19시간 전,2232,"['#설영우', '#프로축구', '#K리그', '#울산현대', '#국대', '#국가대표']",4,https://www.tiktok.com/@sportsgcom/video/7308339116280696082?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
sandbox.fc,풋살의 공방전이란? ⚽️,14시간 전,1864,"['#풋살', '#futsal', '#축구', '#football', '#dribble', '#fyp', '#틱톡스포츠', '#sports']",0,https://www.tiktok.com/@sandbox.fc/video/7308420708768451842?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
____lljjyy___,,2022-6-6,433.7K,"['#taekwondo', '#틱톡스포츠', '#soonent', '#태권도']",2785,https://www.tiktok.com/@____lljjyy___/video/7105792833243647234?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
kusf_hammi,누구나 공감할만한 배드민턴장 처음 갔을 때 ! (feat.나만 눈치 본거 아니잖아 다 눈치 봤잖아),2022-3-31,42.4K,['#KUSF'],113,https://www.tiktok.com/@kusf_hammi/video/7081236300069653761?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
bbaddahyung,153km던지는 고등학교 2학년 공을던지라니까 블리츠볼을 던지네 2023년 1라운드후보 김서현,2021-9-17,4187,['#Kbo'],156,https://www.tiktok.com/@bbaddahyung/video/7008678420263472385?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
yyy_judo,초등학생이랑 성인이 길에서 싸움이 난다면??🤣,1-21,17K,"['#유도', '#judo', '#용인대학교', '#용용용', '#틱톡스포츠']",115,https://www.tiktok.com/@yyy_judo/video/7190964338167909633?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
sportsgcom,전국 유소년 축구 대회는 우리가 정리한다,2022-10-11,3149,"['#고성금강통일배', '#축구', '#football', '#soccer']",117,https://www.tiktok.com/@sportsgcom/video/7153111538549787906?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
yyy_judo,유도 띠 매기 ASMR,3-11,242.4K,"['#fyp', '#추천', '#유도', '#judo', '#틱톡스포츠', '#파트너크리에이터', '#용인대학교']",551,https://www.tiktok.com/@yyy_judo/video/7209264747315744001?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
jokguking,한국 전통스포츠 족구,2021-4-15,316.7K,"['#koreantraditional', '#jokgu', '#footvolley', '#틱톡스포츠', '#족구의정석']",2253,https://www.tiktok.com/@jokguking/video/6951189187299265793?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
yyy_judo,종목별로 운동하기 싫어지는 순간 적고 가기!!🤣,2022-10-27,33.3K,"['#틱톡스포츠', '#유도', '#용인대학교', '#judo', '#용용용']",274,https://www.tiktok.com/@yyy_judo/video/7159146656724831490?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
sportsgcom,응원계의 홀란드,2022-9-5,8989,"['#성남FC', '#K리그', '#축구', '#틱톡스포츠', '#soccer', '#ultras']",202,https://www.tiktok.com/@sportsgcom/video/7139728111632977153?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
