Writer,Content,Date,Like,Tag,Comments,Url
dlpo_1223,친구관계 너무 힘들 때 혼자 어떻게 극복해?,11-23,273,"['#안무시하면좋은일생김', '#친구관계힘들어요']",40,https://www.tiktok.com/@dlpo_1223/video/7304633633028033794?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
10grammm,친구야 지각 그만해!,7-29,21.5K,"['#고민', '#고민상담', '#길거리인터뷰', '#인간관계']",184,https://www.tiktok.com/@10grammm/video/7261078417980902657?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
dy62pz4fnkwx,친구관계 망해서 학교에서 혼자 있다가 선생님이랑 3시간 동안 싸우고 집에 와서 미친듯이 엄마한테 혼나는 기분 아려나 나 너므힘들고 진짜 미치겠는데 알아주는 사람이 없어,10-24,1167,[],99,https://www.tiktok.com/@dy62pz4fnkwx/video/7293466676052430087?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
mamshdms,이 노래 아시는 분 손!👋🏻,2022-10-1,19K,"['#추천', '#명곡모음']",65,https://www.tiktok.com/@mamshdms/video/7149550973659122945?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
nosori_19,내 ENFP 친구들이 그렇다던데~! 맞아?!,2022-7-26,30.6K,['#추천'],1021,https://www.tiktok.com/@nosori_19/video/7124607945865760001?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
user013759386390,인간관계 걍 너무 복잡하고 어려워..,11-23,106,[],0,https://www.tiktok.com/@user013759386390/video/7304646406642339080?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
userhzvg8us2v7,얘네 둘 케미 너무 좋음..,9-20,3135,"['#네이버웹툰', '#인과관계']",20,https://www.tiktok.com/@userhzvg8us2v7/video/7280806458113936642?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
user8180292608552,내 전영상 봐바 진짜..진짜 이뤄졌어.. 싸운친구랑 풀고 오늘 연락와서 전화 1시간 함..,7-14,6029,['#인간관계'],295,https://www.tiktok.com/@user8180292608552/video/7255670581402619138?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
heungburton,"말하기 전에 1초만 생각하면 누구나 예쁘게 말할 수 있습니다. 상대의 마음을 펀안하게 만들고, 자꾸 이야기 나누고 싶은 사람의 대화법 1. 싫어하는 것 ➡️ 좋아하는 것 2. 평가자 ➡️ 발견자 3. 결과 판단 ➡️ 의미 파악",2022-12-13,67.8K,[],554,https://www.tiktok.com/@heungburton/video/7176546480050801921?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
dreamcoach2,인간관계 나쁘게 최악의 말습관 5가지,6-28,194,"['#말습관', '#인간관계', '#드림코치', '#이창현강사']",7,https://www.tiktok.com/@dreamcoach2/video/7249661286789762312?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
dreamcoach2,사람을 다 떠나게하는 5가지 말습관,10-8,552,"['#말', '#인간관계', '#말투', '#동기부여', '#자기계발', '#드림코치', '#이창현강사']",10,https://www.tiktok.com/@dreamcoach2/video/7287384215451143432?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
dreamcoach2,부자들이 자녀들에게 가르치는 5가지 인간관계 기법,7-18,805,"['#부자', '#동기부여', '#자기계발', '#드림코치', '#이창현강사']",14,https://www.tiktok.com/@dreamcoach2/video/7257092146245700882?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
i.do.o,인간관계에 현타오는 순간이 뭘까?,6-29,42.6K,['#한림예고'],902,https://www.tiktok.com/@i.do.o/video/7250069610177858817?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
user5554661882951,난 단지 행복하고싶었을 뿐인데,19시간 전,70,['#인간관계'],4,https://www.tiktok.com/@user5554661882951/video/7308326388837141768?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
unuunae,"힘들어요, 학교에 있기가 힘들어서 잠깐 학교를 쉬었어요 개학하자마자 한 나흘? 정도요. 그 동안에 전 무리애들이 저에 대한 헛소문을 내고 다녔고 전 정신적으로 많이 힘들었어요. 반에서 버티기가 너무 힘들고 두려웠어요. 반에 들어오면 숨이 막히고 손이 떨렸어요. 체육시간에 짝을 짓는데 저희반에도 헛소문이 퍼져서 아무도 저랑 짝을 하지 않으려 했고, 그날 체육시간에 잠시 나와 체육관 앞에서 주저앉아서 울었어요. 다른 반 애들과 친해져서 매일 다른 반 앞에서 그 친구들과 놀았어요. 헛소문은 점점 커져만 갔고 너무 힘들어요. 다른반 친구들은 제 사정을 다 알아서 저를 믿어주지만 반에서 너무 힘들어요. 남자애들이고 여자애들이고 전부 저를 싫어하는 것 같아요. 제가 믿었던 3년지기 친구조차 헛소문에 휩쓸려 저와 인사도 안합니다. 처음엔 학교에 갈 수 있을까였고 전학을 갈까로 바뀌었는데 이젠 살 수 있을까로 바뀌었어요. 당장 내일 학교에 가기 두려워요 저의 한 달이 너무 지옥같았어요. 마지막 영상은 잘 할 수 있을거랍시고 올렸는데, 이런 영상으로 돌아오기 두려웠어요. 화요일에 정신과 상담을 받기로 했습니다. 저 잘 할 수 있을까요",9-10,275,[],23,https://www.tiktok.com/@unuunae/video/7277045701006167314?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
namjoon._.girl,인간관계가 힘든 당신에게 |Your relationship is difficult,10-7,3748,[],57,https://www.tiktok.com/@namjoon._.girl/video/7287143028093914370?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
s.1ye0n,다들 이런 상상까지 해봤다 나는 다른사람이랑 몸이 바꼇는데 그사람이 내몸으로 뭐하는지 인간관계 안망치는지 상상해봄,8-15,4440,[],31,https://www.tiktok.com/@s.1ye0n/video/7267382516858801410?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
me.ng0,남들이 고인우 하면 나는 임새은..🥴,3-29,53.6K,"['#인과관계', '#추천', '#fyp']",281,https://www.tiktok.com/@me.ng0/video/7215869583872347399?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
tkffuwnglaemfdjj,도와주세요 친구관계가 너무 힘들어요 직접적으로 싸우거나 그런 건 없는데 작은 거에도 하나하나 의미부여를 하는 편이라서 내 몸도 못 챙기고 그것 때문에 공부에도 집중도 못하고 대놓고 소외를 시키니까.. 제발 도와주세요 언니오빠들 나 진짜 무서워요,2022-5-21,933,[],108,https://www.tiktok.com/@tkffuwnglaemfdjj/video/7100182879577066753?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
leeseo0.0,보정 하나도 안한 영상. 요즘 넷상 인간관계가 너무 힘들어요,9-4,2658,"['#포카포장', '#아이브']",214,https://www.tiktok.com/@leeseo0.0/video/7274731186528865537?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
kimdoimnida,인간관계로 힘들어하는 친구에게 보여주세요 Show it to a friend who is struggling with relationships,9-8,8251,[],101,https://www.tiktok.com/@kimdoimnida/video/7276386330756664578?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
luck_xx7,인간관계 좋아지는 음원.,2일 전,3078,['#추천'],85,https://www.tiktok.com/@luck_xx7/video/7307562807728311559?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
minco_unni,인성 좋은 사람 손!!!,2022-4-4,611,"['#메이저스', '#틱톡쌤', '#인간관계', '#인간관계조언', '#추천']",41,https://www.tiktok.com/@minco_unni/video/7082682486949448961?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
its_august_music,요즘 인간관계 짜증날 때 이 마인드 . . 🎧 Taylor Swift - Shake It Off ✉️ @darkhumordeli . .,9-3,157,"['#팝송가사', '#팝송스타그램']",0,https://www.tiktok.com/@its_august_music/video/7274585174963211521?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
usernabv7ypiz5,"친했던 친구가 달라지고 갑자기 손절하자 해서 손절했는데, 제발 다시 친구해달라고 여러번 연락오면 어떻게 할꺼야?",2-5,362,[],60,https://www.tiktok.com/@usernabv7ypiz5/video/7196514522473991426?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
igxsix7,유학왔는데 한국에 있는 애들이랑 인간관계 유지하는법 좀 알려주세요ㅜㅜ,8-3,2953,"['#CapCut', '#insta', '#08', '#07', '#ㅊㅊ']",69,https://www.tiktok.com/@igxsix7/video/7262744353448267009?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
hvevin__,특징,2022-8-21,12.6K,"['#infj', '#상황극', '#코미디', '#mbti', '#틱톡순삭']",117,https://www.tiktok.com/@hvevin__/video/7134250140105248002?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
jovial1659,[],10-18,247,"['#공감', '#좋아요', '#추천❤️']",0,https://www.tiktok.com/@jovial1659/video/7291045225055653122?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
my_ho14,양심적이게 (안) 넣었습니다,7-6,38.3K,['#추천추천추천추천추천추천추천추천추천추천'],1014,https://www.tiktok.com/@my_ho14/video/7252610740320750849?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
user8446py50p7,인간관계 좋아지는 음원 * 듣기만해도 이루어짐,18시간 전,9,[],0,https://www.tiktok.com/@user8446py50p7/video/7308337615520959745?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
self_ssdam,처음 만나는 사람과 1초 안에 친해지는 법 #질문 #관심 #공감 #대화 #인간관계 #대화법 #꿀팁 #인생꿀팁,10-27,215,"['#질문', '#관심', '#공감', '#대화', '#인간관계', '#대화법', '#꿀팁', '#인생꿀팁']",3,https://www.tiktok.com/@self_ssdam/video/7293422877242674434?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
self_ssdam,마음이 아팠다면 진심이었다는 뜻이다 #김창옥 #강연 #울림 #감동 #자기계발 #인간관계 #진심 #아픔,8-22,49,"['#김창옥', '#강연', '#울림', '#감동', '#자기계발', '#인간관계', '#진심', '#아픔']",1,https://www.tiktok.com/@self_ssdam/video/7270049742053313793?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
yewon_386,요즘 너무 힘들다.. 인간관계도 잘되고 싶지만..노력해도 잘 안되고…매번 힘들면 나 혼자 밤마다 울고 그러는데..ㅎ 어짜피 울어도 아무도 못 알겠지… 인간관계 잘되고 싶다..,19시간 전,12,[],1,https://www.tiktok.com/@yewon_386/video/7308327301807164690?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
userxgwszrroox,인간관계 개 어렵네.,11-23,10,[],1,https://www.tiktok.com/@userxgwszrroox/video/7304301794807631105?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
user0170270600,[],2일 전,96,"['#마음', '#김창옥강연', '#공감', '#보내세요❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️']",0,https://www.tiktok.com/@user0170270600/video/7307807974657969415?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
lifesketch99,애정 결핍인 사람들의 행동 5가지 | 명언 즉문즉설 처세술 철학 지혜 인간관계 오디오북 수면 불면증 꿀잠 꿀팁 귀티나는 사람들 법륜스님 법정스님 인생조언,2일 전,43,[],0,https://www.tiktok.com/@lifesketch99/video/7306919542264007938?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
twiti111,주옥 같은 한 제로즈의 인생..😮‍💨😮‍💨,2일 전,6,"['#asmr', '#고민', '#인간관계', '#주옥같은인생', '#추천']",0,https://www.tiktok.com/@twiti111/video/7307613291646373122?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
rain12340908,매번 내가 사과하고,11-4,3453,"['#친구관계', '#우울', '#추천']",23,https://www.tiktok.com/@rain12340908/video/7297258986770877697?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
user4737598475738,인간관계 좋아지는 음원이래,3일 전,31,[],1,https://www.tiktok.com/@user4737598475738/video/7307182187281960193?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
_se.y12,이거 안 쓰면 인간관계 진짜 박살나요ㅜㅜ,8-10,53,[],2,https://www.tiktok.com/@_se.y12/video/7265593117955443969?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
lifesketch99,차분한 사람들의 특징 5가지 | 명언 즉문즉설 처세술 철학 지혜 인간관계 오디오북 수면 불면증 꿀잠 꿀팁 귀티나는 사람들 법륜스님 법정스님 인생조언,2일 전,51,[],0,https://www.tiktok.com/@lifesketch99/video/7306920172684627201?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
hyun.__zx,살면서 제일 힘들었던 일 여기다 속 시원하게 다 털어놓고 가 장문이야도 좋으니까 다 읽어줄께,2-5,24.7K,"['#외사랑', '#짝사랑']",8705,https://www.tiktok.com/@hyun.__zx/video/7196680109615549698?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
lifesketch99,인생에서 끊어내야 할 사람들 특징 5가지 | 법륜스님 법정스님 인생조언 | 명언 즉문즉설 처세술 철학 지혜 인간관계 오디오북 수면 불면증 꿀잠 꿀팁 귀티나는 사람들,2일 전,20,[],0,https://www.tiktok.com/@lifesketch99/video/7306919939615509761?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
dosiballll,친구들과의 관계에서 제일 서운함을 느끼는 순간,2022-6-20,16.1K,[],526,https://www.tiktok.com/@dosiballll/video/7111276734565207297?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
user9844003524217,이거 안쓰면 인간관계 망한데,2일 전,25,[],8,https://www.tiktok.com/@user9844003524217/video/7307544992795462914?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
seongwoonim,가족에게 커밍아웃 해야할까요?,3-2,78.4K,['#틱톡푸드'],753,https://www.tiktok.com/@seongwoonim/video/7205863236099460354?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
forlovemind,진짜 못생긴 사람 특징,2-16,58.8K,"['#못생긴', '#못생긴남자', '#못생긴사람', '#연애', '#연애상담', '#연애심리']",1040,https://www.tiktok.com/@forlovemind/video/7200687233790266626?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
forceteller,2024년 안해놓으면 손해 크게 보는 것들 #지식 #상식 #풍수,1일 전,122,"['#지식', '#상식', '#풍수']",0,https://www.tiktok.com/@forceteller/video/7304540610395000066?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
hyuarix,하찮은일상사진,8-15,18.4K,[],13,https://www.tiktok.com/@hyuarix/video/7267535240552353026?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
yohotso,이 여성이 92세라고?,6-6,24.9K,"['#카르멘델로피체', '#카르멘델로레피체', '#추천', '#fyp', '#인물', '#미인', '#존예', '#동안', '#모델']",264,https://www.tiktok.com/@yohotso/video/7241406656569969928?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
sen0.x_,반에 친구가 없어서 현체를 안 가려고 가정통신문에 안 간다고 해서 냈는데 선생님이 왜 안 가냐 묻길래 좀 울면서 친구 없다 했는데 일단 알겠다 하신 이후에 학년부장쌤이 강요하면서 어케든 현체 가라고 해서 내가 친구 없어서 안 가는 것도 있지만 멀미도 너무 심하고 학원을 빼기 어렵다 했더니 학원핑계 댈거면 학원만 다니고 학교 자퇴하라 하시고 멀미는 니가 토해도 참고 가라는데 이게 맞아? 이럴거면 왜 동의 비동의를 묻는거야 억지로 보낼거면서;;,4-9,12.4K,[],254,https://www.tiktok.com/@sen0.x_/video/7219714964196461842?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
abcde.526,등교 하교 혼자 하는 애 보면 무슨 생각 들어..? 같이 다니던 친구가 연애를 시작했는데 앞으로 남친이랑 같이 다닐 거 같대ㅠㅠ 남들은 나한테 관심 없다는 걸 알지만 그래두 걱정돼 ⸝⸝ʚ̴̶̷̆ ̯ʚ̴̶̷̆⸝⸝,2021-12-5,22.2K,[],1433,https://www.tiktok.com/@abcde.526/video/7038228897611189505?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
hitsongplaylist,이유없이 비난 받는 레즈비언을 본다면?,11-21,12.6K,"['#윤하', '#동성애', '#레즈', '#감동', '#힛쏭플리', '#힛플리']",269,https://www.tiktok.com/@hitsongplaylist/video/7303863050673638658?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
lovee7719,,10-16,368,"['#공감글귀', '#공감영상', '#공감']",18,https://www.tiktok.com/@lovee7719/video/7290551903459626241?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
user7v57fas5wl,너무 힘들어요. 진짜 너무 지치고 인간관계도 너무 이상하고 자꾸 싸움만 일어나요 진짜 너무 위로 받고싶은데 제가 다 참고있는데 애들이 저 자꾸 때리고 욕하고 패드립하는 그게 너무 싫어요 저도 위로 받고싶어위로좀 해주세요,11-4,54,[],18,https://www.tiktok.com/@user7v57fas5wl/video/7297594998197914887?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
music_only05,쇼미10 2차 레전드 무대 TOP3,2022-7-9,29.6K,['#쇼미더머니'],169,https://www.tiktok.com/@music_only05/video/7118301975581691137?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
yuqi_love0309,"그냥 믿을친구 한 명없다는 내 인생 이게맞나 맨날 갓생산다고 다짐해놓고선 항상 마지막은 갓생은 무슨 최악중의 최악인데,,ㅋㅋㅋㅋㅋ 다들 지금 친구관계 인간관계 어떤가요 부담없이 적고가면 다 들어줄게요!!💚🍀.",8-16,840,[],135,https://www.tiktok.com/@yuqi_love0309/video/7267754591813405953?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
messyoung2,가장 먼저 뭐가 보이시나요,2022-7-8,31.7K,"['#성격테스트', '#신기']",1067,https://www.tiktok.com/@messyoung2/video/7117964246750596353?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
topi_dea,🔥닥치고 일어나🔥,3-27,37.8K,"['#동기부여', '#동기부여영상', '#마인드셋', '#의지', '#마음가짐', '#자극', '#추천']",510,https://www.tiktok.com/@topi_dea/video/7215160684949114113?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
knowledges_2be_wise,나머지 항목은 여러분의 경험을 토대로 만들어주세요!,16시간 전,221,"['#명언', '#인간관계']",7,https://www.tiktok.com/@knowledges_2be_wise/video/7308372868906142978?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
unhpg,남들보다 더 힘들게 살아왔으니 이젠 다를 줄 알았는데,8-24,1194,"['#우울', '#인간관계', '#추천']",51,https://www.tiktok.com/@unhpg/video/7270537623855303937?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
flou000_,인간관계의 모든것이 다 소홀 해진거 같고 나만 잡고 나만 후회하는 관계들이 많아져서 인간관계 다 포기하고 학업에만 집중할께요 죄송합니다. (영상은 초안만 올릴께요),1일 전,94,[],1,https://www.tiktok.com/@flou000_/video/7308223535783120136?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
365missyou_,ㄹㅇ 속시원하다ㅋㅋㅋㅋㅋㅋㅋㅋ /책,2022-8-25,43.9K,['#나는당신이행복했으면좋겠습니다'],99,https://www.tiktok.com/@365missyou_/video/7135822378960948481?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
day.winner,어려운 인간관계 이렇게 정리.,6-30,9702,"['#관계', '#인간관계', '#마음', '#감정', '#태도', '#마인드', '#마음가짐', '#마음챙김']",221,https://www.tiktok.com/@day.winner/video/7250315947146349826?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
issuee_gging,성격 진짜 개더러운 성씨 순위ㄷㄷ,6-25,27.9K,[],3273,https://www.tiktok.com/@issuee_gging/video/7248609474485685505?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
user3433060130058,학교생활 인간관계 모든게 다 무너졌어,11-23,247,[],5,https://www.tiktok.com/@user3433060130058/video/7304616224527371538?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
usersjsjbxnsbx,"다들 나를 억지로 좋아하는 느낌이야 나를 진심으로 좋아해주는건 불가능 한걸까 내 옆에 내 얘기를 들어줄사람,내 말에 공감해줄사람이 없다는게 너무 비참해 그냥 이대로 살려고 더이상 친구관계에 매달리고 싶지않거든",11-22,696,[],22,https://www.tiktok.com/@usersjsjbxnsbx/video/7304195164203994375?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
dan0nly_4u,"공황장애와서 대학교 휴학했던 썰…대학교 댄스동아리 선배들이 갑지기 무대 서기 일주일전인가 뜬금없이 흡연장소로 불러내서 주변사람들 다 쳐다보도록 큰소리로 ‘너 너무 뚱뚱해서 일주일 내로 5kg못빼면 무대에서 빼버린다’고 했음…내가 안무 따서 애들 다 알려주고 한학기+방학내내 준비했던 무대였는데 결국 무대 못 섰고..동아리나옴.그뒤로 흡연장소같은 공공장소, 큰 강의실이나 지하철 같은곳에 가면 공황장애가 와서 어쩔 수 없이 치료받아야했고 휴학 해야만 했음. 딴 건 모르겠고 사람을 함부로 평가하면 안된다는 메세지를 전하고 싶음",2022-11-9,24.1K,[],192,https://www.tiktok.com/@dan0nly_4u/video/7163940921560550657?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
ionxuzmm,⚠️스포) 고인우 진짜 Fox다…@,3-3,4946,"['#인과관계', '#네이버웹툰', '#편집']",39,https://www.tiktok.com/@ionxuzmm/video/7206002840056237313?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
dan0nly_4u,나름 기회 여러번 준거임,9-26,2170,"['#공감', '#추천']",12,https://www.tiktok.com/@dan0nly_4u/video/7283115462844501249?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
hp_makeup.kr,자 다들 이런마인드로 살면 살기 편합니다. 나는 공주고 이건 퀘스트다. 공부/일/인간관계 다 대입가능,11-14,1189,[],8,https://www.tiktok.com/@hp_makeup.kr/video/7301167097680350466?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
rain12340908,,10-14,6027,"['#우울', '#친구관계']",122,https://www.tiktok.com/@rain12340908/video/7289519060608388354?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
hyezzi0801,그렇게 광대가 되어가고..,2022-12-29,52.9K,"['#틱톡순삭', '#파트너크리에이터']",1227,https://www.tiktok.com/@hyezzi0801/video/7182497099517365505?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
iwillrememberyouforever,지칠대로 지쳐버린 인간관계,1일 전,514,"['#fyp', '#팝송해석']",0,https://www.tiktok.com/@iwillrememberyouforever/video/7308237645321112850?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
vistnsdl_,[상] 인간관계 지칠 때,7-22,34.7K,[],236,https://www.tiktok.com/@vistnsdl_/video/7258560768109448455?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
dywhazt69v2j,"얘들아 나 친구관계 때문에 너무 학교 가기가 싫어 무단으로 빠진 적도 있고 가정체험학습도 내서 2주동안 안 나갔었고 수학여행도 다른 얘들은 다 가는데 나만 안 간다고 냈어 너무 자퇴하고 싶은데 지금 잠깐 힘든것만 버텨내면 될텐데 자퇴하는 내가 너무 한심하기도 하고 지금 자퇴해버리면 아무래도 나중에 면접이나 이런거 볼 때 불리할 거 아냐.. 그렇다고 해서 막상 학교 가려고 하면 가질 못하겠어 그래서 항상 1교시 지각하는 건 기본이구,, 체육시간도 맨날 무단으로 빠졌었어 그나마 지금은 좀 나아졌지만..ㅋㅋ 나 진짜 어떡하면 좋지 이대로 계속 무단으로 빠지면 다음 학년으로 못 올라간다던데.. 지금 자퇴하면 많이 후회할까..??",2021-10-12,9415,[],404,https://www.tiktok.com/@dywhazt69v2j/video/7017891807707155714?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
mind_director,인간관계를 위한 5가지 심리학적 기술,15시간 전,519,"['#심리학', '#사회생활', '#psychology']",3,https://www.tiktok.com/@mind_director/video/7308382764649221384?q=%EC%9D%B8%EA%B0%84%EA%B4%80%EA%B3%84
