Writer,Content,Date,Like,Tag,Comments,Url
ggul_yang,"요즘 너무 핫해!!🔥리움미술관 마우리치오 카텔란의 전시 소개과 꿀팁 전수해드려요!!! 📍전시기간:2023.01.31~2023.07.16. 📍전시장소:서울시 용산구 이태원로55길 60-16 리움미술관 📍관람료:무료. 📍관람시간:10:00-18:00(매주 월요일은 휴관) 📍예약방법: 리움미술관 홈페이지에서 관람일14일 전부터 가능 (현장예매 불가) 같이가고싶은 친구,연인,가족들과 공유하고 재미있는 문화생활 즐겨보세요🤗",3-8,59.2K,[],296,https://www.tiktok.com/@ggul_yang/video/7208173561578605825?q=%EC%9E%A5%EC%86%8C
momorem2,당신이 견딜 장소를 고르시오,2022-6-27,33.1K,[],1740,https://www.tiktok.com/@momorem2/video/7113787969571441922?q=%EC%9E%A5%EC%86%8C
energyjoa,"이국적인 산책, 등산 명소를 찾는다면 여기!",11-18,1095,[],214,https://www.tiktok.com/@energyjoa/video/7302724804317105415?q=%EC%9E%A5%EC%86%8C
user4948072116961,좋아하는 장소가 생겼다,20시간 전,15.2K,"['#fyp', '#trending', '#daily', '#challenge', '#christmas']",54,https://www.tiktok.com/@user4948072116961/video/7308321904060812551?q=%EC%9E%A5%EC%86%8C
kbsnewsofficial,경찰이 청소년 탈선과 범죄 장소로 악용될 우려가 있어 논란이 일고 있는 '룸카페' 단속에 나섰습니다.,2-8,40.6K,['#룸카페'],1350,https://www.tiktok.com/@kbsnewsofficial/video/7197653865351761154?q=%EC%9E%A5%EC%86%8C
newzvibe,이제 마스크를 안써도 된다고?!👀 당장 친구들 알려주자! 장소별,1-30,372,"['#마스크', '#꿀팁', '#뉴즈', '#메이저스']",14,https://www.tiktok.com/@newzvibe/video/7194391121458367746?q=%EC%9E%A5%EC%86%8C
dy7ituftklgm,와 구름들이 정말 이쁘당.. 하나라도 실제로 본적 있나용??,2022-3-1,50.1K,[],1181,https://www.tiktok.com/@dy7ituftklgm/video/7069945897546812674?q=%EC%9E%A5%EC%86%8C
zbsnegqqaa,,3일 전,77,"['#fyp', '#foryou', '#viral', '#foryourpage', '#foryoupage❤️❤️', '#xuhuong', '#xuhuongtiktok', '#tiktok']",0,https://www.tiktok.com/@zbsnegqqaa/video/7307187659900816641?q=%EC%9E%A5%EC%86%8C
zbsnegqqaa,,18시간 전,8,"['#fyp', '#foryou', '#viral', '#foryourpage', '#foryoupage❤️❤️', '#xuhuong', '#xuhuongtiktok', '#tiktok']",0,https://www.tiktok.com/@zbsnegqqaa/video/7308346568581713154?q=%EC%9E%A5%EC%86%8C
zmvebi6,,18시간 전,29,"['#fyp', '#foryou', '#fypシ', '#foryoupage', '#viral', '#xuhuongtiktok']",0,https://www.tiktok.com/@zmvebi6/video/7308348332173249794?q=%EC%9E%A5%EC%86%8C
yimkorea,,2022-10-20,1213,"['#พี่ยิ้มพาเที่ยวในเกาหลี', '#ทัวร์เกาหลี', '#เที่ยวเกาหลี', '#คนไทยในเกาหลี', '#tiktok', '#นักล่าเงินวอน']",53,https://www.tiktok.com/@yimkorea/video/7156580828502330626?q=%EC%9E%A5%EC%86%8C
ebsstory,역사를 담은 이발소,9-25,1793,[],13,https://www.tiktok.com/@ebsstory/video/7282581537369885960?q=%EC%9E%A5%EC%86%8C
narin0160,[],11-23,11,[],0,https://www.tiktok.com/@narin0160/video/7304557052083457286?q=%EC%9E%A5%EC%86%8C
narin0160,09❣️,11-25,11,[],0,https://www.tiktok.com/@narin0160/video/7305190126253001990?q=%EC%9E%A5%EC%86%8C
narin0160,sorry🥺,6일 전,11,[],1,https://www.tiktok.com/@narin0160/video/7306091033648024838?q=%EC%9E%A5%EC%86%8C
narin0160,💋🎉,6일 전,9,[],1,https://www.tiktok.com/@narin0160/video/7306351753912388869?q=%EC%9E%A5%EC%86%8C
narin0160,🤎,6일 전,18,[],0,https://www.tiktok.com/@narin0160/video/7306352017105014022?q=%EC%9E%A5%EC%86%8C
akiiiiina0117,실사를 바탕으로 제작되었다는거에 감독이 참 대단하는 생각이 드네요,2022-6-30,42.8K,"['#추천', '#하트', '#일본', '#팔로우', '#추천떠라']",423,https://www.tiktok.com/@akiiiiina0117/video/7114925713962110209?q=%EC%9E%A5%EC%86%8C
ldlslg,,11-8,571,"['#fyp', '#foryoupage', '#fypシ']",12,https://www.tiktok.com/@ldlslg/video/7299012463318666497?q=%EC%9E%A5%EC%86%8C
jae_jjang22,이제는 창원 김해로 옷사러 안가도될듯?! 아울렛에 거의 다 생겼거든요..❣️ 너무좋아,2022-10-1,9451,"['#추천', '#추천떠라', '#재희추천장소']",93,https://www.tiktok.com/@jae_jjang22/video/7149550556162362626?q=%EC%9E%A5%EC%86%8C
jisiktime,세상에서 가장 소름끼치는 장소,10-4,135,[],3,https://www.tiktok.com/@jisiktime/video/7286019951729659137?q=%EC%9E%A5%EC%86%8C
1bun1cho,세계에서 가장 위험한 장소 TOP2 (2탄),8-17,1744,"['#괴담', '#무서운', '#미스테리', '#충격']",32,https://www.tiktok.com/@1bun1cho/video/7268106455004368136?q=%EC%9E%A5%EC%86%8C
nanattauau,mbti I 들만 아는 힐링장소,9-1,869,['#혼자놀기'],5,https://www.tiktok.com/@nanattauau/video/7273819748956130568?q=%EC%9E%A5%EC%86%8C
papervore_,책 제목은,10-17,4956,"['#달의아이', '#최윤석작가', '#책추천', '#소설', '#북톡', '#틱톡지식콘텐츠', '#판타지소설']",123,https://www.tiktok.com/@papervore_/video/7290859594862120199?q=%EC%9E%A5%EC%86%8C
go_neunjin,"도가니와 맞바꾼 힐링장소😉 목인박물관 목석원은 부암동 꼭대기에 위치해 탁트인 전망과 잘 꾸며진 조경으로 우리에게 쉼터와 같은 힐링명소인데요 가는길이 꽤나 험난했지만 그걸 보상해주는 멋진 공간이었어요😝 한 여름에 가면 좀 힘들수도 있을것같은...?선선한 계절이오면 강추강추!! 성인 입장료 10,000원 (음료포함) 📍서울 종로구 창의문로5길 46-1 🕖10:30-19:00 (월요일 휴무)",7-6,212,[],85,https://www.tiktok.com/@go_neunjin/video/7252628329780579602?q=%EC%9E%A5%EC%86%8C
kbsnewsofficial,세계적으로 귀한 몸인 흰색 호랑이 '백호' 새끼가 그리스의 한 동물원에서 발견됐습니다. 그런데 발견 장소가 너무나 충격적입니다.,3-23,49.1K,[],311,https://www.tiktok.com/@kbsnewsofficial/video/7213663556489776385?q=%EC%9E%A5%EC%86%8C
20birds_official,5명 중 3명은 같다는 첫키스 장소,9-2,1756,"['#공감', '#첫키스', '#이십세들', '#이십바']",5,https://www.tiktok.com/@20birds_official/video/7273869646506265857?q=%EC%9E%A5%EC%86%8C
curiositysolved,CNN이 선정한 세계 소름 돋는 장소 TOP 5,7-29,3699,[],50,https://www.tiktok.com/@curiositysolved/video/7261060955625311489?q=%EC%9E%A5%EC%86%8C
wonderland_jeong,화장실에 커튼이있는 이유?,3-15,11.2K,"['#장애인화장실', '#리즌정', '#휠체어크리에이터', '#장애인크리에이터']",62,https://www.tiktok.com/@wonderland_jeong/video/7210301955053227266?q=%EC%9E%A5%EC%86%8C
comedy_place0,너네들이 연애를 못한 이유는 여기에 다 있다,7-13,1056,"['#사당귀', '#사장님귀는당나귀귀', '#KBS', '#예능']",4,https://www.tiktok.com/@comedy_place0/video/7255273168414264577?q=%EC%9E%A5%EC%86%8C
puyapuya1128,혼자 24시간을 보낼 곳은?,2021-4-24,57.7K,"['#무서운', '#장소', '#혼자', '#3탄', '#추천추천추천', '#히트치자']",7871,https://www.tiktok.com/@puyapuya1128/video/6954500084201508098?q=%EC%9E%A5%EC%86%8C
user7848328474157,빈대 퇴치 실제 후기 공유,11-7,514,[],6,https://www.tiktok.com/@user7848328474157/video/7298383747638955282?q=%EC%9E%A5%EC%86%8C
handong10310520,초딩같은 중딩커플 브이로그,2022-8-15,7066,"['#브이로그', '#추천']",110,https://www.tiktok.com/@handong10310520/video/7132020408160701698?q=%EC%9E%A5%EC%86%8C
infinitechallengidol,너무 코미디,5-19,7643,"['#너무', '#재미있는', '#fyp']",26,https://www.tiktok.com/@infinitechallengidol/video/7234829319950912794?q=%EC%9E%A5%EC%86%8C
seoulhotple,[서울에 있는 데이트명소 18곳 총정리💗]너랑 가고싶은 장소들로 찾아봤어🥰@@어디부터 갈지 정하자😘-#서울데이트,1-20,140,[],0,https://www.tiktok.com/@seoulhotple/video/7190659622082989313?q=%EC%9E%A5%EC%86%8C
jh.___.97,최초로 정상적인 데이트입니다.,5-16,46.4K,[],152,https://www.tiktok.com/@jh.___.97/video/7233678746425773330?q=%EC%9E%A5%EC%86%8C
bhcmxfihomc,,1일 전,48,"['#fyp', '#foryou', '#fypシ', '#foryoupage', '#viral']",2,https://www.tiktok.com/@bhcmxfihomc/video/7308097931066871048?q=%EC%9E%A5%EC%86%8C
trip_playlist,"우주체험, 공룡체험, 물놀이와 썰매까지 모든 체험을 하나의 입장료로 즐겨보세용~ 🔹여행지정보 장소 : 옥토끼우주센터 주소 : 인천 강화군 불은면 강화동로 403 전화 : 032-937-6917 입장료 : *24개월 미만 무료 베이비(24~36개월 미만) 9,000원 소인(36개월~12세 미만) 17,000원 대인(13세~65세 미만) 16,000원 경로 및 장애인 13,000원 *증빙자료 필 운영시간 : *홈페이지 참조 월~금 10:00~17:30(16:30 발권마감) 토~일 09:30~19:00(18:00 발권마감) *야간개장이 있을 때가 있으니 홈페이지 참고 🔹주차정보 -일반 및 장애인 주차공간이 있어요 *주차장이 여러곳이 있어요 -전기차 충전공간은 없어요ㅠㅠ 🔹주의사항 -모든 구역이 금연이에요 -반려동물 출입은 불가에요(안내견 제외) -우천 및 강풍시 야외시설은 이용에 제한이 있을 수 있어요 🔹편의시설 -화장실이 있어요 -수유실 및 기저귀교환대가 있어요 -휠체어 대여소가 있어요 -의무실이 있어요 -카페가 있어요 -레스토랑이 있어요 -엘리베이터가 있어요 🔸여플리 TIP -물놀이 시설 이용시 돗자리를 챙겨가면 좋아요 -야외시설 공룡전시장은 유모차 이용이 불편 할 수 있어요 -할인제도에 대한 내용은 홈페이지를 참고해주세요 🔸🔸여플리 생각 주차장공간 ★★★★☆ 유모차활용 ★★★★☆ 화장실청결 ★★★★☆ 유아휴게실 ★★★★☆",8-18,17.7K,[],1021,https://www.tiktok.com/@trip_playlist/video/7268641998611942658?q=%EC%9E%A5%EC%86%8C
smin_24,신박한 데이트 장소 알려줘!!,10-2,4742,"['#06', '#추천', '#추천떠라', '#강해보이는얼굴']",16,https://www.tiktok.com/@smin_24/video/7285300746621439239?q=%EC%9E%A5%EC%86%8C
corner_leader,와이프가 모르는 우리들의 접선 장소ㅋㅋ,2-12,22.6K,[],28,https://www.tiktok.com/@corner_leader/video/7199129926270799106?q=%EC%9E%A5%EC%86%8C
13doctorwhoo,노리존 이제 장소만 정하면 된당.. 진짜 신나게 놉시다 이번주 일요일 1시부터 6시사이에~,2022-8-22,21.7K,"['#윗유하우스', '#틱톡순삭']",4166,https://www.tiktok.com/@13doctorwhoo/video/7134630567630425345?q=%EC%9E%A5%EC%86%8C
doyouwanthow,비 많이 오는 장마철엔 이렇게 촬영해보세요🌧,2022-7-13,15K,"['#에듀톡', '#틱톡꿀팁', '#영상편집', '#캡컷', '#capcut']",63,https://www.tiktok.com/@doyouwanthow/video/7119779998642326786?q=%EC%9E%A5%EC%86%8C
trip_playlist,"8천원으로 세계여행을 즐겨보세요! 어른들도 그 신기함 속에 빠져들거에요! 🔹여행지정보 장소 : 미니어처빌리지 주소 : 경기 오산시 북삼미로 12 전화 : 031-8036-7979 입장료 : 대인 10,000원, 소인 8,000원 *온라인 예약 꼭 하고가세요! *대인(만19세~65세 미만), 소인(만36개월~만18세 미만) *만36개월 미만, 만65세 이상은 무료(증빙자료 필) *관광협약도시(수원,화성,속초,영동,순천,진도)에 주민등록을 두고있는 사람은 20%할인 운영시간 : 화요일~일요일 10:00~17:20 *매주 월요일, 신정, 설추석 당일 휴관 *월요일이 공휴일일때 정상개관 후 익일 휴관 *발권 순서에 따라 회차별로 2개 그룹으로 나눠 10분 간격으로 입장(총 9회차까지 운영) *회차별 입장시간은 홈페이지 참고 🔹주차공간 -일반 및 장애인 주차공간이 있어요 -전기차 충전공간이 있어요(완속 2대) 🔹주의사항 -모든 구역이 금연 구역이에요 -음식물 반입이 금지에요 -안내견을 제외한 반려동물은 출입이 불가능해요 -만6세 미만의 어린이는 반드시 보호자와 동행 해주세요 -전시품을 만지거나 훼손하면 안돼요 -관람시간을 꼭 지켜주세요 🔹편의시설 -일반 및 장애인 화장실이 있어요 -수유실 및 기저귀교환대가 있어요 -카페가 있어요 -엘리베이터가 있어요 🔸여플리 TIP -작동 버튼들을 눌러 보면서 관람해보세요 -가이드맵을 받고 관람하면서 섹션별로 에피소드와 랜드마크를 찾아보세요 -마지막 3D체험관도 꼭 체험하세요 -관람 시설을 잘 볼 수있게 어린아이들이 밟고 올라갈 수있는 발판이 있으니 활용하세요 🔸여플리 생각 주차장공간 ★★★★☆ 유모차활용 ★★★★★ 화장실청결 ★★★★★ 유아휴게실 ★★★★★",7-31,14.7K,[],277,https://www.tiktok.com/@trip_playlist/video/7261897289252261138?q=%EC%9E%A5%EC%86%8C
dip_dance_studio,,8-26,8874,"['#중학교', '#중학교졸업', '#졸업식', '#아이돌연습생', '#르세라핌']",106,https://www.tiktok.com/@dip_dance_studio/video/7271309688749280520?q=%EC%9E%A5%EC%86%8C
urekatalk,세계에서 가장 무서운 장소,7-3,197,"['#공포', '#곤지암정신병원']",9,https://www.tiktok.com/@urekatalk/video/7251562449462185218?q=%EC%9E%A5%EC%86%8C
allstorieskr,한국에서 가장 으스스한 장소의 실체,2022-11-3,4011,"['#지식인사이드', '#역사강사한나', '#한국괴담', '#틱톡역사', '#틱톡괴담']",31,https://www.tiktok.com/@allstorieskr/video/7161720298658745601?q=%EC%9E%A5%EC%86%8C
mnmcouple,우리 처음 만난 장소 2년만에 가보기❤️,2일 전,50,"['#국제커플브이로그', '#국제커플일상', '#국제연애', '#국제커플첫만남']",1,https://www.tiktok.com/@mnmcouple/video/7307615892534250754?q=%EC%9E%A5%EC%86%8C
tiffany_dream,,2022-12-30,6685,"['#CapCut', '#가면', '#위어드코어', '#드림코어', '#새로운장소']",262,https://www.tiktok.com/@tiffany_dream/video/7182838882340293890?q=%EC%9E%A5%EC%86%8C
user383288660068,너의이름은 실사 장소,2022-10-2,2400,"['#너의이름은', '#일본', '#관광지', '#추천떠라']",24,https://www.tiktok.com/@user383288660068/video/7149742323356667137?q=%EC%9E%A5%EC%86%8C
mingwon080625,실제로 존재하는 믿을 수 없는 장소 top 3,2022-1-11,7792,[],68,https://www.tiktok.com/@mingwon080625/video/7051912559141735682?q=%EC%9E%A5%EC%86%8C
hisohee_,네이버에 검색하면 내가 나온다고😲⁉️,8-22,1198,"['#네이버인물등록', '#퍼스널브랜딩']",46,https://www.tiktok.com/@hisohee_/video/7270043314521443586?q=%EC%9E%A5%EC%86%8C
13doctorwhoo,여자친구 몰래 ㅋㅋㅋ 갑자기 찾아가기 (노주작),10-5,13.9K,[],86,https://www.tiktok.com/@13doctorwhoo/video/7286425908586532103?q=%EC%9E%A5%EC%86%8C
trip_playlist,"수많은 광고 드라마 촬영지인 이곳! 가족과 함께 아이와 함께 힐링 추억 만들어보세요~^^ 🔹여행지정보 장소 : 벽초지수목원 주소 : 경기 파주시 광탄면 부흥로 242 전화 : 0507-1421-2022 입장료 : *시즌별로 상이함 3월~11월 성인 9,500원, 청소년 7,500원 경로 및 장애인 7,500원, 어린이 6,500원 12월~2월 성인 5,000원, 청소년 4,000원 경로 및 장애인 4,000원, 어린이 3,000원 *36개월 미만 무료 *성인(만19세 이상), 청소년(만13세~18세), 어린이(만36개월~12세), 경로(만65세 이상) 운영시간 : *연중무휴 12월~2월 10:00~17:00(16:00발권마감) 3월/10월 09:00~18:00(17:00발권마감) 4월~9월 09:00~19:00(18:00발권마감) 11월 09:30~17:30(16:30발권마감) 🔹주차정보 -일반 및 장애인 주차공간이 있어요(무료) -전기차 충전공간은 없어요ㅠㅠ 🔹주의사항 -돗자리,그늘막,텐트 설치 불가에요 -반려동물 출입이 불가에요 -모든 구역에서 금연이에요 -공,비누방울,연,잠자리채,킥보드 등 반입이 안돼요 🔹편의시설 -화장실이 있어요 -장애인 화장실이 있어요 -기저귀교환대가 있어요(매표소옆 화장실 내) -카페와 레스토랑이 있어요 -무인 매점이 있어요(매표소 옆) -화원가게가 있어요 🔸여플리 TIP -카페 지하에 갤러리가 있어요~ 구경해보세용! -슬리퍼보다 운동화를 추천해요 -유모차 이용이 편리한 곳이에요 🔸여플리 생각 주차장공간 ★★★★★ 유모차활용 ★★★★★ 화장실청결 ★★★★☆ 유아휴게실 ☆☆☆☆☆(없어요)",7-29,1943,[],48,https://www.tiktok.com/@trip_playlist/video/7261041233068444935?q=%EC%9E%A5%EC%86%8C
daeguhotple,데이트하기 좋은 대구 실네데이트 36곳 대공개💗 요즘처럼 쌀쌀한 날에는 실내에서 꿀데이트하기 딱 좋다구😍 @@너랑 꿀데이트 갈 곳들 짱 많아!,2022-12-9,609,[],11,https://www.tiktok.com/@daeguhotple/video/7174989000292224257?q=%EC%9E%A5%EC%86%8C
scary__movie,죽기 전 꼭 가봐야 할 동화같은 장소들 Part 1,2022-6-21,30.9K,[],204,https://www.tiktok.com/@scary__movie/video/7111646967264005378?q=%EC%9E%A5%EC%86%8C
gloriousday7,여기갔다와서 이모도 삼년만에 프샤바꿨어!,9-21,489,"['#서울', '#핫플추천', '#압구정가볼만한곳', '#서울가볼만한곳']",8,https://www.tiktok.com/@gloriousday7/video/7281091941679238401?q=%EC%9E%A5%EC%86%8C
miniboy196,다음편 궁금하면 좋아요,2022-6-18,4001,['#추천추천추천추천추천추천추천추천추천추천'],200,https://www.tiktok.com/@miniboy196/video/7110262596376235265?q=%EC%9E%A5%EC%86%8C
minco_unni,겨울엔 실내 데이트가 최고☃️❄️ 인천 파라다이스시티는 처음 가봤는데 전시 퀄리티가 미쳤어요..!!!,2022-12-25,309,['#파트너크리에이터'],2,https://www.tiktok.com/@minco_unni/video/7181021662618324225?q=%EC%9E%A5%EC%86%8C
dybvuvtej23l,나만 소리 작게 들리🌜ㅏ...❓❓,2022-11-8,15.4K,['#📌💝'],2451,https://www.tiktok.com/@dybvuvtej23l/video/7163609425050176769?q=%EC%9E%A5%EC%86%8C
_sz17,서공예 학생에게서 온 수상한 디엠..ㄷㄷ,8-10,12.2K,"['#동생', '#서공예']",319,https://www.tiktok.com/@_sz17/video/7265601981186673921?q=%EC%9E%A5%EC%86%8C
wassup_nams,🌊자연워터슬라이드🌊 놀거리가 많은 계곡 추천 뻔한 계곡은 이제 그만🤚🏻 자연워터슬라이드가 있는 계곡 🤣꾸르잼🤣 '능강계곡' 검색,8-18,26.3K,[],618,https://www.tiktok.com/@wassup_nams/video/7268620502971714817?q=%EC%9E%A5%EC%86%8C
kimdonggyu32,데이트하기 좋은장소,2022-12-12,228,"['#경기도', '#메리크리스마스💘💘']",8,https://www.tiktok.com/@kimdonggyu32/video/7176137614775291137?q=%EC%9E%A5%EC%86%8C
trip_playlist,"사랑하는 사람과 꼭 함께하고픈 여행지중에 한 곳! 아이, 가족, 연인들과 행복한 여행 되세용! 🔹여행지정보 -장소 : 국립세종수목원 -주소 : 세종 수목원로 136 -전화 : 044-251-0001 -입장료 : 성인 5,000원(만19세 이상) 청소년 4,000원(만13세~만18세) 어린이 3,000원(만7세~만12세) *만6세 이하 무료(증빙자료 필) *만65세 이상 무료(증빙자료 필) *야간개장 50% 특별할인(17:00 부터) *매표소에서 야간등불 무료로 대여가능 -운영시간 하절기(3월~10월) 09:00~18:00(17:00 입장마감) 동절기(11월~2월) 09:00~17:00(16:00 입장마감) *야간개장 23년 9월23일까지 매주 금,토 21:30까지 운영 *매주 월요일 정기 휴무(월요일이 공휴일이면 정상운영 후 익일 휴관) *신정, 설추석 당일 휴무 🔹주차정보 -일반 및 장애인 주차공간이 있어요(무료) -전기차 충전공간이 있어요(급속4, 완속2) 🔹주의사항 -킥보드, 자전거와 같은 탈 것 반입이 금지에요 -공놀이는 하면 안돼요 -반려동물 출입이 금지에요 -금연, 금주에요 -쓰레기는 되가져가주세요 -야영, 종교행사 등이 금지에요 -식물 채집을 하면 안돼요 🔹편의시설 -화장실이 있어요 -수유실이 있어요 -의무실이 있어요 -카페와 식당이 있어요 🔸여플리 TIP -야간개장은 금요일,토요일만 해요(토요일에는 잔디밭에서 각종 공연이 있어요) -야간개장 시 매표소 입구에서 등불 하나씩 무료로 대여하세요 -편한 운동화 착용을 권장드려요 🔸여플리 생각 주차장공간 ★★★★★ 유모차활용 ★★★★★ 화장실청결 ★★★★★ 유아휴게실 ★★★★★",8-31,4131,[],74,https://www.tiktok.com/@trip_playlist/video/7273451207018990850?q=%EC%9E%A5%EC%86%8C
aes.the.tic_00,님에게,2022-5-16,2953,"['#답변', '#fyp', '#foryou']",67,https://www.tiktok.com/@aes.the.tic_00/video/7098281958882544897?q=%EC%9E%A5%EC%86%8C
jiba_go,여수! 여수! 여수! 필수여행지 베스트12 여수 처음인 사람 무조건 저장해요! 더 있는데 다 못 넣었어요! 자세한 영상은 유튜브 일상이여행에서 확인하세요.,7-15,11.2K,[],337,https://www.tiktok.com/@jiba_go/video/7255729132405804295?q=%EC%9E%A5%EC%86%8C
all.about.20s,서울 지하철 노선별 꼭 가봐야할 데이트 장소 list✍️요것만 알아두면 완벽한 지하철 데이뚜 가능💙,2020-1-30,7070,[],81,https://www.tiktok.com/@all.about.20s/video/6787689130596863233?q=%EC%9E%A5%EC%86%8C
the_moon_o2,[],2022-7-25,1627,[],37,https://www.tiktok.com/@the_moon_o2/video/7124254272383995137?q=%EC%9E%A5%EC%86%8C
avwyiiwkul8,Part 2,3일 전,70,"['#줄거리', '#추천', '#pov', '#foryou', '#foryou']",1,https://www.tiktok.com/@avwyiiwkul8/video/7307517570830142721?q=%EC%9E%A5%EC%86%8C
zamster_official,첫키스 기억못하면 일어나는 일,2021-8-6,102.4K,"['#잼스터', '#LVDV', '#러비더비', '#커플', '#couple', '#korean']",376,https://www.tiktok.com/@zamster_official/video/6993135483119291649?q=%EC%9E%A5%EC%86%8C
eol92,동서울 터미널 3층 조심하세요..,8-23,8588,"['#어링', '#어링tv', '#동서울', '#동서울터미널', '#터미널', '#버스터미널']",44,https://www.tiktok.com/@eol92/video/7270438133018201345?q=%EC%9E%A5%EC%86%8C
othercontry,8시 이후로 제일 위험해지는 곳,10-5,62.5K,"['#밤바다', '#소름']",608,https://www.tiktok.com/@othercontry/video/7286394552326360338?q=%EC%9E%A5%EC%86%8C
success_flight,너의 가치는 위치가 정해🔥,8-22,1229,"['#동기부여', '#가치', '#자기계발', '#위치', '#placevalue', '#마음가짐']",7,https://www.tiktok.com/@success_flight/video/7270070130351033618?q=%EC%9E%A5%EC%86%8C
1minsangsic,해외같은 우리나라 여행지 top4,2022-7-6,43.1K,"['#휴가꿀팁', '#틱톡쌤', '#지식', '#상식']",931,https://www.tiktok.com/@1minsangsic/video/7117171560917601538?q=%EC%9E%A5%EC%86%8C
zendaya16161616,엄마 아빠랑 첫키스한 장소가 어디야? 응? 키즈카페? ㅋㅋ,8-25,111,"['#고백', '#사랑']",2,https://www.tiktok.com/@zendaya16161616/video/7270831331364424961?q=%EC%9E%A5%EC%86%8C
zisik_cat,KFC: 최고의 프로포즈 장소,5-14,9054,"['#지식', '#상식', '#에듀톡']",80,https://www.tiktok.com/@zisik_cat/video/7232878912332664072?q=%EC%9E%A5%EC%86%8C
dayiiya,요즘 썸타는 친구 태그 @,2021-3-5,5185,"['#틱톡쌤', '#틱톡교실', '#브릿지엑스']",60,https://www.tiktok.com/@dayiiya/video/6935992310723333378?q=%EC%9E%A5%EC%86%8C
bokdeuk,남자들끼리 호텔에서 노는 법,8-27,1831,"['#아늑호텔', '#아늑캠프', '#아늑호텔천안점', '#남자', '#호텔']",28,https://www.tiktok.com/@bokdeuk/video/7271944936734379266?q=%EC%9E%A5%EC%86%8C
lolololsksksk9818,풀꽃언니 물어보살 출연,2022-9-1,22.1K,"['#풀꽃언니', '#무엇이든물어보살']",513,https://www.tiktok.com/@lolololsksksk9818/video/7138315786279472386?q=%EC%9E%A5%EC%86%8C
bbanzzal,[],10-26,231,[],138,https://www.tiktok.com/@bbanzzal/video/7294189196284120328?q=%EC%9E%A5%EC%86%8C
ojbkthank,🖌💥애니과에 다니는 사람의 특징을 알아보자.[ ,11-11,56,[],0,https://www.tiktok.com/@ojbkthank/video/7300134662121295111?q=%EC%9E%A5%EC%86%8C
mysteryvideo1,아주 아름다운 미친 장소,2022-5-25,1143,"['#미친', '#장소']",33,https://www.tiktok.com/@mysteryvideo1/video/7101665680822390017?q=%EC%9E%A5%EC%86%8C
beauty.fo_ol,열심히 다니는,2022-8-9,46.6K,"['#노래방', '#90년대생', '#황은정']",136,https://www.tiktok.com/@beauty.fo_ol/video/7129780955337870593?q=%EC%9E%A5%EC%86%8C
